year,month,day,period,Solar1DA,Solar2DA,Solar62DA,Solar63DA,Solar65DA,Solar68DA,Solar70DA,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 12 1,Wind 12 2,Wind 12 3,Wind 12 4,Wind 12 5,Wind 12 6,Wind 12 7,Wind 13,Wind 13 1,Wind 13 2,Wind 13 3,Wind 13 4,Wind 13 5,Wind 15,Wind 15 1,Wind 16,Wind 16 1,Wind 16 2,Wind 16 3,Wind 16 4,Wind 16 5,Wind 16 6
2024,3,15,11,559.3101757,231.0600656,111.913002,43.84397951,39.10620058,41.53680208,134.5649128,67.73610761,92.04166397,6.744683462,0.554671623,0.34270178,0.015976399,0.014523107,103.1610741,0,104.0106028,50.35645257,61.18786144,61.09056492,0.116017952,61.09056492,61.09056492,61.09056492,61.09056492,61.09056492,36.55272263,8.482823759,36.8058926,5.55899501,28.53066337,8.482823759,5.800897602,5.800897602,17.34468383,17.34468383,17.34468383,17.34468383,17.34468383,17.34468383,91.3993539
2024,3,15,12,599.3156819,231.9212904,111.4619018,53.64639921,47.84937114,33.82351702,139.4679469,69.82174342,215.1835204,19.18511492,4.770647962,1.065989059,11.78963219,0,114.1145907,0,113.3797638,46.5059268,67.23267197,66.59353601,0.122972364,66.59353601,66.59353601,66.59353601,66.59353601,66.59353601,25.37011885,8.542589982,40.2873923,7.973362889,33.1902418,8.542589982,6.148618213,6.148618213,18.38436846,18.38436846,18.38436846,18.38436846,18.38436846,18.38436846,102.7815316
2024,3,15,13,637.8654171,239.1095846,117.5472378,54.36782082,48.49283595,52.3466621,150.8957766,71.17761442,223.044775,25.50873768,3.846755411,0.725118562,6.345786794,0,114.181891,0.016866257,116.1352433,47.61507619,69.37327127,68.21196517,0.170615543,68.21196517,68.21196517,68.21196517,68.21196517,68.21196517,35.25492368,12.1397501,41.55525335,6.416846207,31.23260725,12.1397501,8.530777114,8.530777114,25.50702358,25.50702358,25.50702358,25.50702358,25.50702358,25.50702358,105.7810466
2024,3,15,14,639.41916,251.6127246,111.648909,41.81440734,37.2959439,62.69698203,153.7132238,65.73144495,191.1906365,24.25113231,5.921308114,0.934974808,0.179445921,0,109.1626582,0.231247642,120.6571736,50.80364771,72.13682953,70.86791825,0.129046697,70.86791825,70.86791825,70.86791825,70.86791825,70.86791825,38.53358052,13.51090491,39.99493483,6.146428528,41.08216203,13.51090491,6.452334835,6.452334835,19.29248116,19.29248116,19.29248116,19.29248116,19.29248116,19.29248116,110.3346238
2024,3,15,15,582.2756467,224.0598471,104.7890253,39.38901107,35.13263588,46.22108771,128.5037102,73.14908914,190.0473029,19.11747769,3.593371189,0.632354634,0.760298341,0,107.841535,0.034124145,116.0198911,50.84695875,69.7058248,68.14421314,0.117175342,68.14421314,68.14421314,68.14421314,68.14421314,68.14421314,28.97399541,11.65804171,22.75794786,9.153592028,41.22925688,11.65804171,5.858767083,5.858767083,17.51771358,17.51771358,17.51771358,17.51771358,17.51771358,17.51771358,106.812495
2024,3,15,16,487.4878467,206.1820497,87.4070545,28.8177943,25.70374443,36.12398502,101.0595833,54.41440782,140.3808433,16.20412726,1.05387369,0.331109477,3.555242383,1.124210138,97.36123486,0.327916683,110.7229083,56.52686605,66.03120824,65.03303351,0.198787684,65.03303351,65.03303351,65.03303351,65.03303351,65.03303351,18.71591017,9.0573235,11.9725225,7.035731197,30.11726272,9.0573235,9.9393842,9.9393842,29.71875876,29.71875876,29.71875876,29.71875876,29.71875876,29.71875876,101.2578349
2024,3,15,17,331.7841427,123.9330535,59.38993798,8.342656075,7.441148944,38.38603345,81.09822694,43.0146858,172.2091223,15.85603631,0.223014195,0.073572893,6.285030697,3.786184092,100.6133868,1.983936994,114.4663301,62.64361879,67.69052144,67.23173004,0.311325019,67.23173004,67.23173004,67.23173004,67.23173004,67.23173004,4.16244408,5.424598174,7.803737045,4.908841725,11.22164016,5.424598174,15.56625095,15.56625095,46.54309034,46.54309034,46.54309034,46.54309034,46.54309034,46.54309034,103.6841552
2024,3,15,18,148.966983,46.1527397,26.12510073,6.136296574,5.473208575,18.61572289,16.49332839,47.19694823,198.1272498,18.90371084,0.495391742,0.277016741,11.63268295,0.154517142,75.73172825,0.978987639,113.0485589,67.19260148,66.93659229,66.39900293,0.231946247,66.39900293,66.39900293,66.39900293,66.39900293,66.39900293,7.058056304,2.301519391,11.2881664,5.508026518,18.73300541,2.301519391,11.59731238,11.59731238,34.67596401,34.67596401,34.67596401,34.67596401,34.67596401,34.67596401,79.3453206
2024,3,15,19,22.76263069,2.981090935,3.831525111,0.693176217,0.618271619,0.628343,0.938665095,37.40547645,176.2459756,20.5866314,1.587751971,0.634229965,13.69215439,0,56.25012422,3.103224228,104.0113282,74.9037803,61.78540798,61.09099099,0.388011129,61.09099099,61.09099099,61.09099099,61.09099099,61.09099099,17.28287237,1.042876918,8.966024867,3.641532878,8.564936009,1.042876918,19.40055646,19.40055646,58.00766384,58.00766384,58.00766384,58.00766384,58.00766384,58.00766384,47.93773829
2024,3,15,20,0,0,0,0,0,0,0,33.53821842,188.4054326,23.05015843,17.13926126,4.899322534,14.24147508,0.002736957,35.44720498,21.06069494,95.79409477,74.3380035,58.47480855,56.26460387,0.234550399,56.26460387,56.26460387,56.26460387,56.26460387,56.26460387,19.0546014,0.212621686,2.047367211,1.00608963,2.26355372,0.212621686,11.72751992,11.72751992,35.06528457,35.06528457,35.06528457,35.06528457,35.06528457,35.06528457,90.50040085
2024,3,15,21,0,0,0,0,0,0,0,44.83993756,205.4445786,44.12007665,21.17175436,5.985892082,8.530520997,0.006859274,24.98050537,40.25180278,85.79803411,87.10060296,63.8966636,50.39342365,0.298355698,50.39342365,50.39342365,50.39342365,50.39342365,50.39342365,17.08653109,0.199698534,2.381807922,0,2.006868134,0.199698534,14.91778489,14.91778489,44.60417683,44.60417683,44.60417683,44.60417683,44.60417683,44.60417683,82.98179798
2024,3,15,22,0,0,0,0,0,0,0,49.02675382,277.1064442,58.83629604,18.71790493,6.740034712,0.133411241,0,75.35256352,28.49988529,53.00262417,99.29026908,70.81941866,31.13105937,0.250710066,31.13105937,31.13105937,31.13105937,31.13105937,31.13105937,10.93796978,1.503732475,2.912580623,0,2.823663123,1.503732475,12.53550328,12.53550328,37.48115479,37.48115479,37.48115479,37.48115479,37.48115479,37.48115479,72.97645919
2024,3,15,23,0,0,0,0,0,0,0,77.04022796,273.6371729,66.2408257,15.78797004,7.174018092,0,2.493729064,91.13775501,3.542065801,61.58111944,100.8951932,69.62320999,36.1696334,0.115117659,36.1696334,36.1696334,36.1696334,36.1696334,36.1696334,16.07649109,0.570362023,2.429804545,0,4.798096001,0.570362023,5.755882932,5.755882932,17.21008997,17.21008997,17.21008997,17.21008997,17.21008997,17.21008997,111.5477444
2024,3,15,24,0,0,0,0,0,0,0,82.3477041,259.6288691,71.63332117,15.64501909,7.523395808,0,27.65404034,83.06590477,0.009951502,47.3547337,94.42492902,74.2520444,27.81377431,0.127437379,27.81377431,27.81377431,27.81377431,27.81377431,27.81377431,8.136046495,0.692536729,2.994494033,0.393943879,2.350116516,0.692536729,6.371868943,6.371868943,19.05188814,19.05188814,19.05188814,19.05188814,19.05188814,19.05188814,114.2967069
